smiles,pKi_numeric
O[C@H](c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1,9.04
O[C@@H](c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1,9.04
Cn1nccc1-c1cc(NC(=O)Nc2cc(F)cc(F)c2)ccc1OCCN1CCCCC1,9.04
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)c(F)c21,9.04
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCN3)c1ccc(F)cc1,9.03
O=C(N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1cccnc1,9.02
O=C(CCc1ccccc1)N[C@@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,9.02
O=C(CCc1ccccc1)N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,9.02
CC(=O)N1CCN(CCOc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2-c2ccnn2C)CC1,9.02
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,8.65
C[C@H](N)Cc1c[nH]c2ccc(O)cc12,7.92
C[C@@H](N)Cc1c[nH]c2ccc(O)cc12,7.92
c1ccc(-c2[nH]c3ccccc3c2[C@H]2CCCNC2)cc1,9.0
c1ccc(-c2[nH]c3ccccc3c2[C@@H]2CCCNC2)cc1,9.0
COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccnn1C,9.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc4ccccc34)c3ccccc32)CC1,9.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,9.0
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCC3)c1ccc(F)cc1,9.0
Clc1ccccc1O[C@H]1CCc2ccc(N3CCNCC3)nc21,6.63
Cn1nccc1-c1cc(NC(=O)Nc2cccc(F)c2)ccc1OCCN1CCCCC1,9.0
COC1CN(CCOc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2-c2ccnn2C)C1,9.0
COc1ccc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1c(Cl)cnn1C,9.0
COc1ccc(NC(=O)Nc2ccccc2F)cc1-c1c(Br)cnn1C,9.0
Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,9.0
Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(Cl)cc12,9.0
C[C@@H]1Cc2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c2NC1=O,8.97
C[C@H]1Cc2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c2NC1=O,8.97
COc1cccc(CC(=O)N2CC[C@@H](C)c3cccc(CCN4CCN(c5nsc6ccccc56)CC4)c32)c1,8.97
COc1cccc(CC(=O)N2CC[C@H](C)c3cccc(CCN4CCN(c5nsc6ccccc56)CC4)c32)c1,8.97
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c21,8.97
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,8.96
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,8.96
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,8.96
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,8.2
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,8.96
Cc1ccc(CCn2c3c(c4cc(C)ccc42)CN(C)CC3)cc1,8.96
Cn1cc(Br)c(C(=O)N2CCN(CCc3ccc(F)cc3F)CC2)n1,8.96
CCC1(NC2=NCCNC(c3ccc(F)cc3F)=C2)CCCC1,8.96
CN1[C@@H]2CC[C@H]1C[C@H](N1CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC1)C2,8.96
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21,8.95
CN(C)C[C@@H]1C[C@H]2c3ccccc3Cc3ccc(F)cc3N2O1,8.94
CN(C)C[C@H]1C[C@H]2c3ccccc3Cc3ccc(F)cc3N2O1,8.94
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccc(F)cc3N2O1,8.94
CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccc(F)cc3N2O1,8.94
O=[N+]([O-])c1ccc([C@@H](O)C2CCN(CCc3ccccc3)CC2)cc1,8.94
CNCc1ccc(Cl)cc1Oc1ccc(C)cc1,8.93
O=S(=O)(c1ccccc1)C1CCN(CCc2ccccc2)CC1,8.92
CN1CCc2c(sc3ncn(CCN4CCN(c5ccnc6ccccc56)CC4)c(=O)c23)C1,8.92
O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,8.92
c1ccc(CCN2[C@H]3CC[C@H]2CC(N2CCC(c4c(-c5ccccc5)[nH]c5ccccc45)CC2)C3)cc1,8.92
c1ccc(CCN2[C@@H]3CC[C@H]2C[C@H](c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,8.92
c1ccc(CCN2[C@@H]3CC[C@H]2C[C@@H](c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,8.92
COc1cccc(OC)c1CC(=O)N1CC[C@@H](C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,8.91
COc1cccc(OC)c1CC(=O)N1CC[C@H](C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,8.91
CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,8.9
COc1ccc(NC(=O)Nc2ccc(F)c(F)c2)cc1-c1c(F)cnn1C,8.9
Cc1c(OCCCCN2CCN(c3cccc4ccccc34)CC2)ccc2c1C(=O)NC2,8.9
C[C@H]1CNCCc2ccc(Cl)cc21,8.89
NC[C@@H]1c2ccccc2Cc2cc(Br)ccc21,8.89
NC[C@H]1c2ccccc2Cc2cc(Br)ccc21,8.89
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCCO5)CC3)nc2N1,8.89
Cc1cccc(S(=O)(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)c1,8.89
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCS3)c1ccc(F)cc1,8.89
O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)cc1,8.88
N#Cc1ccc(S(=O)(=O)C2(F)CCN(CCc3ccc(F)cc3F)CC2)cc1,8.57
Cn1nccc1-c1cc(NC(=O)Nc2ccccc2)ccc1OCCN1CCCCC1,8.85
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4C(F)(F)F)CC3)nc2N1,8.85
Nc1cccc2nc(C(=O)N3CCN(CCc4ccc(F)cc4F)CC3)cn12,8.85
CC(C)(NC1=NCCNC(c2ccc(F)cc2F)=C1)C1CCC1,8.85
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,8.84
O=S(=O)(c1ccccc1)c1ccc(CCc2ccc(F)cc2F)cc1,8.84
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,8.84
N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,8.59
Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCS3,8.82
Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1,8.82
CCC(C)(CC)NC1=NCCNC(c2ccc(F)cc2)=C1,8.82
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,8.82
COC(=O)c1coc2c1C(=O)C[C@H](CN1CCC(c3noc4cc(F)ccc34)CC1)C2,8.81
COC(=O)c1coc2c1C(=O)C[C@@H](CN1CCC(c3noc4cc(F)ccc34)CC1)C2,8.81
COc1ccc2[nH]cc(C[C@H](C)N)c2c1,8.34
COc1ccc2[nH]cc(C[C@@H](C)N)c2c1,8.34
Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCO3,8.8
O=S(=O)(c1ccc(-n2cccn2)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,8.7
O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2[nH]1,8.8
COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1-c1c(Br)cnn1C,8.8
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,8.8
O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1,8.8
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,8.8
O=C1C[C@@H](CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21,8.79
O=C1C[C@H](CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21,8.79
O[C@@H](c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2)CC1,8.79
O=C(N[C@@H]1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1ccc(F)cc1,8.78
O=C(N[C@H]1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1ccc(F)cc1,8.78
C[C@H](N)Cn1ncc2ccc(O)c(I)c21,7.68
CCN(C)CCc1c(-c2cccs2)[nH]c2ccccc12,8.77
O=S(=O)(c1ccccc1-c1cccc2ccccc12)N1CCC(CCc2ccc(F)cc2F)CC1,8.77
O=C(c1cnc2ccccn12)N1CCN(CCc2ccc(F)cc2F)CC1,8.77
O=C(c1cccn2cc(Br)nc12)N1CCN(CCc2ccc(F)cc2F)CC1,8.77
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1,8.77
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12,8.77
CN1CCN2c3c(cccc31)[C@@H]1CCN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,8.77
c1ccc2c(N3CCN(CCCOc4ccc5c(c4)CNC5)CC3)cccc2c1,8.75
O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2cccs2)cc1,8.74
O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2Cl)nc1)c1ccccc1F,8.74
c1ccc(-c2[nH]c3ccccc3c2C2C[C@H]3CC[C@@H](C2)N3)cc1,8.74
COc1cccc(C(=O)Nc2ccc(OCCNCCO)c(-c3ccnn3C)c2)c1,8.74
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,8.74
O=C(c1cnn2ccccc12)N1CCN(CCc2ccc(F)cc2F)CC1,8.74
O=S(=O)(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1,8.74
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,8.73
Nc1nc(-c2ccc(F)cc2)c([C@@H]2CCN(CCCC(=O)c3ccc(F)cc3)C2)s1,8.72
CN(C)C[C@@H]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3N2O1,8.72
CN(C)C[C@H]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3N2O1,8.72
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3N2O1,8.72
CN(C)C[C@H]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3N2O1,8.72
COc1ccc2cnn(C[C@H](C)N)c2c1,7.8
C[C@@H]1CNC[C@H]2Cc3ccccc3N21,8.72
Cn1nccc1-c1cc(NC(=O)c2ccc(C(F)(F)F)cc2)ccc1OCCN1CCCC1,8.72
Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(O)cc2)ccc1OCCN1CCCC1,8.72
O=C1CCc2ccc(OCCCCN3CCN(c4cc(F)cc5ccccc45)CC3)nc2N1,8.72
O=C(c1nc2ccccn2c1Br)N1CCN(CCc2ccc(F)cc2F)CC1,8.72
O=C(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1,8.71
Fc1ccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)cc1,8.71
CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,7.16
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,7.16
O=C1Cc2c(ccc3c2OC[C@H](CNC[C@H]2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1,8.7
O=C1Cc2c(ccc3c2OC[C@H](CNC[C@@H]2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1,8.7
Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,8.7
Clc1ccccc1O[C@@H]1CCCc2ccc(N3CCNCC3)nc21,6.24
CN1CC[C@H]2[C@@H](C1)c1cccc3c1N2c1ccccc1CS3,8.7
CN1CC[C@@H]2[C@@H](C1)c1cccc3c1N2c1ccccc1CS3,8.7
CN1CC[C@@H]2[C@H](C1)c1cccc3c1N2c1ccccc1CS3,8.7
CN1CC[C@H]2[C@H](C1)c1cccc3c1N2c1ccccc1CS3,8.7
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,8.69
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(Cl)c21,8.69
C[C@@H](N)Cn1ncc2ccc(O)cc21,6.98
O=S(=O)(c1ccccc1-c1cccc2cccnc12)N1CCC(CCc2ccc(F)cc2F)CC1,8.68
CN1CCN(CCOc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2-c2ccnn2C)CC1,8.68
Cc1ccc(F)c(NC(=O)Nc2ccc(OCCN3CCCCC3)c(-c3ccnn3C)c2)c1,8.68
O=S(=O)(c1cccc2cccnc12)N1CCC(CCc2ccc(F)cc2F)CC1,8.68
Cc1cccc(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,8.68
CC(=O)N1CC[C@@H](c2ccccc2)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,8.67
CC(=O)N1CC[C@H](c2ccccc2)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,8.67
O=C1C[C@@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2n[nH]cc21,8.67
O=C1C[C@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2n[nH]cc21,8.67
Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(-c2ccccc2)cc1,8.67
COc1ccc2[nH]cc([C@@H](C)CN)c2c1,8.66
Fc1ccc(-c2nc(C3CCCC3)nc3c2CNCC3)cc1,8.66
Cc1cccc(C)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,8.66
CC(=O)N1CCN(CCOc2ccc(NC(=O)c3cccc(F)c3)cc2-c2c(Cl)cnn2C)CC1,8.66
COc1cccc(C(=O)Nc2ccc(OCCN)c(-c3ccnn3C)c2)c1,8.66
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c21,8.66
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,8.66
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1,8.66
C[C@H]1CC(=O)Nc2c(CCN3CCN(C4=N[S@@](=O)c5ccccc54)CC3)cc(F)cc21,8.65
C[C@@H]1CC(=O)Nc2c(CCN3CCN(C4=N[S@](=O)c5ccccc54)CC3)cc(F)cc21,8.65
C[C@H]1CC(=O)Nc2c(CCN3CCN(C4=N[S@](=O)c5ccccc54)CC3)cc(F)cc21,8.65
C[C@@H]1CC(=O)Nc2c(CCN3CCN(C4=N[S@@](=O)c5ccccc54)CC3)cc(F)cc21,8.65
F[C@@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2cc(Cl)ccc12,8.64
Cc1c(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12,8.64
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,8.62
CNc1ncc2c(n1)C[C@H](CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,8.62
CNc1ncc2c(n1)C[C@@H](CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,8.62
Cn1nccc1-c1cc(NC(=O)c2ccc(C(F)(F)F)cc2)ccc1OCCN1CCOCC1,8.62
Cn1cc(Cl)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1,8.43
Cc1ccc(C2=CC(NC(C)(C)Cc3ccccc3)=NCCN2)cc1,8.62
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCOc3ccc(F)cc3)CC[C@@H]12,8.62
O[C@H](c1ccccc1)C1CCN(CCc2ccccc2)CC1,8.61
O[C@@H](c1ccccc1)C1CCN(CCc2ccccc2)CC1,8.61
O=C(N[C@@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,8.61
O=C(N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,8.61
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,8.61
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccc(F)cc1,8.6
CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,7.66
O=C1C[C@@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,8.6
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,7.64
CCCCCCc1cc(OC)c(C[C@@H](C)N)cc1OC,8.6
Cc1ccc(-c2nc(C3CCCC3)nc3c2CCNCC3)cc1,8.6
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCc3noc4cc(F)ccc34)CC[C@@H]12,8.6
COc1ccc(NC(=O)Nc2cccc(C(C)=O)c2)cc1-c1c(Br)cnn1C,8.6
Cn1nccc1-c1cc(NC(=O)Nc2ccccc2Cl)ccc1OCCN1CCCCC1,8.6
c1ccc(-c2[nH]c3ccccc3c2CCN2CCCCC2)cc1,8.59
c1ccc(CCN2CCC3(CCc4ccccc4O3)CC2)cc1,7.8
Cc1c(Cl)ccc2c1N1[C@@H](CNC[C@H]1C)C2,8.59
CCN(C)CCc1c(-c2ccc(C#N)cc2)[nH]c2ccccc12,8.59
O=S(=O)(c1ccc(/C=C/c2ccccc2F)nc1)c1ccccc1F,8.59
O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2F)nc1)c1ccccc1F,8.59
O=S(=O)(c1cccc2ccccc12)N(CCCN1CCN(c2ccccc2)CC1)CC1CCCCC1,8.59
CCn1cc(Cl)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1,8.59
O=C(c1cc2n(n1)CCCC2)N1CCN(CCc2ccc(F)cc2F)CC1,8.59
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.59
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1,8.59
NCCc1c[nH]c2ccc(F)cc12,8.58
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccccc1,8.57
O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,8.57
Nc1cccn2cc(C(=O)N3CCN(CCc4ccc(F)cc4F)CC3)nc12,8.57
c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,8.57
CCN(CC)CCc1c(-c2ccccc2)[nH]c2ccccc12,8.55
Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3,8.55
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,8.55
N#Cc1cn2cccc(C(=O)N3CCN(CCc4ccc(F)cc4F)CC3)c2n1,8.55
Fc1ccc(CCN2CCC3(CCc4ccccc4C3)CC2)c(F)c1,8.54
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CC3)c1ccc(F)cc1,8.54
Cc1cccc(N)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,8.54
O=C(c1cccc2cccnc12)N1CCC(CCc2ccc(F)cc2F)CC1,8.54
O=c1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,8.54
CN(C)C[C@@H]1C[C@H]2c3ccccc3Oc3ccc(Br)cc3[C@H]2O1,8.52
Cc1ccc(C(=O)N[C@@H]2CCc3ccc(CCN4CCN(c5nsc6ccccc56)CC4)cc32)cc1,8.52
Cc1ccc(C(=O)N[C@H]2CCc3ccc(CCN4CCN(c5nsc6ccccc56)CC4)cc32)cc1,8.52
C[C@H](N)Cc1c[nH]c2ccc3ccccc3c12,8.52
Fc1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)cc1,8.52
Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,8.52
O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1ccccc1,8.52
Cc1ccc2c(c1)N1O[C@H](CN(C)C)C[C@H]1c1ccccc1C2,8.51
Cc1ccc2c(c1)N1O[C@@H](CN(C)C)C[C@H]1c1ccccc1C2,8.51
Cc1ccc2c(c1)N1O[C@H](CN(C)C)C[C@@H]1c1ccccc1C2,8.51
Cc1ccc2c(c1)N1O[C@@H](CN(C)C)C[C@@H]1c1ccccc1C2,8.51
Fc1ccc(CCN2CCC3(CCc4ccc(F)cc4O3)CC2)c(F)c1,8.51
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCC3,8.51
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(F)c21,8.51
O=C1NCc2ccc(OCCCN3CCN(c4cccc5c4CCC5)CC3)cc21,8.5
O=c1[nH]c2ccccc2n1C1CCN(CCCOc2ccc(F)cc2)CC1,8.5
Fc1ccc(CCN2CCC3(CCc4cccc(F)c4O3)CC2)c(F)c1,8.48
NC[C@@H]1c2ccccc2Cc2cc(CCCc3ccccc3)ccc21,8.49
NC[C@H]1c2ccccc2Cc2cc(CCCc3ccccc3)ccc21,8.49
O=c1ccc2cnc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2[nH]1,8.49
O[C@@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2ccccc12,8.48
O=C(CCCN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1,7.82
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCc3noc4ccccc34)CC[C@@H]12,8.48
COc1cccc(NC(=O)Nc2ccc(OCCN3CCCCC3)c(-c3ccnn3C)c2)c1,8.48
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c(F)cccc45)CC3)nc2N1,8.48
COc1cc(CCNCc2ccc(F)cc2)c(OC)cc1Br,8.47
CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,8.47
COc1ccc(S(=O)(=O)N(CCCN2CCN(c3ccc(F)cc3)CC2)CC2CCCCC2)cc1,8.47
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,8.47
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCCC5)CC3)cc21,8.47
O=C(CCCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,8.47
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccc(Cl)cc3N2O1,8.46
CN(C)C[C@H]1C[C@H]2c3ccccc3Cc3ccc(Cl)cc3N2O1,8.46
CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccc(Cl)cc3N2O1,8.46
O=[S@](c1ccc(/C=C/c2ccc(F)cc2F)nc1)c1ccccc1F,8.46
O=[S@@](c1ccc(/C=C/c2ccc(F)cc2F)nc1)c1ccccc1F,8.46
COc1cc2c3c(c1)N(C)CCN3[C@H]1CCN(CCCC(=O)c3ccc(F)cc3)C[C@@H]21,8.46
O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,8.46
O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c21,8.46
Cc1nc2ccccn2c1C(=O)N1CCN(CCc2ccc(F)cc2F)CC1,8.46
Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,8.46
CN[C@@H](C)c1ccc(Cl)cc1Oc1ccc(C)cc1,8.45
O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,8.45
O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21,8.45
O=C(c1ccc(F)cc1)C1CCN(CCc2ccc(I)cc2)CC1,8.44
O=S(=O)(c1ccc(/C=C/c2ccccc2O)nc1)c1ccccc1F,8.44
Cn1cc(Br)c(C(=O)N2CCN(CCc3ccc(F)cc3)CC2)n1,8.44
Cc1cc(C)n2ccnc2c1C(=O)N1CCN(CCc2ccc(F)cc2F)CC1,8.44
CCC1(NC2=NCCNC(c3ccccc3F)=C2)CCCC1,8.44
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1,8.44
Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1C,8.44
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCC3,8.43
CCC(CC)(CC)NC1=NCCNC(c2ccc(F)cc2F)=C1,8.43
Cc1cccc(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,8.43
Clc1ccccc1O[C@@H]1CCc2ccc(N3CCNCC3)nc21,6.63
O=C(c1cnn2cccnc12)N1CCN(CCc2ccc(F)cc2F)CC1,8.42
CC(C)(Cc1ccccc1)NC1=NCCNC(c2ccccc2F)=C1,8.42
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1,8.42
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,7.85
CN(C)CCC[C@@H]1C[C@H]2c3ccccc3Cc3ccccc3N2O1,8.41
CN(C)CCC[C@H]1C[C@H]2c3ccccc3Cc3ccccc3N2O1,8.41
CN(C)CCC[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,8.41
CN(C)CCC[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,8.41
Cn1cc(Br)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1,8.41
Cc1c(OCCCCN2CCN(c3cccc4cccc(F)c34)CC2)ccc2c1C(=O)NC2,8.41
