smiles,pKi_numeric
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccc4)CC3)C(=O)C12,6.425968732272281
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccc4F)CC3)C(=O)C12,5.969400278034049
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccc4F)CC3)C(=O)C12,5.969999718407896
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccn4)CC3)C(=O)C12,5.740000204918113
CC(=O)OC12C=C(C)C(C(C)C1)C1C(=O)N(OCCCN3CCN(c4ccccn4)CC3)C(=O)C12,5.7361273231347765
CC(=O)O[C@@H](CCNC(=O)c1ccc(-c2ccccn2)cc1)CN1CCN(c2cccc(Cl)c2Cl)CC1,7.05
CC(=O)O[C@H](CCNC(=O)c1ccc(-c2ccccn2)cc1)CN1CCN(c2cccc(Cl)c2Cl)CC1,7.05
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(Cc5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.01
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.77
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.77
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.54
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.54
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.02
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.02
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ncccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.22
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ncccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.22
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCN4CCN(c5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.24
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.24
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5cccc(Cl)c5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.42
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5cccc(Cl)c5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.42
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.43
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5ccccc5F)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.97
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5ccccc5F)CC4)C(=O)[C@H]31)[C@H](C)C2,5.97
